customer_id,gender,is_senior_citizen,partner,dependents,partner_dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,avg charges,Check,Start Date,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,Contract Type,Phone Service,Internet Service
3886-CERTZ,Female,0,Yes,No,1,2,2,1,Electronic check,109.25,"8,109.80",Yes,74.23,109.25,TRUE,20150612,TRUE,TRUE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
3887-PBQAO,Female,0,Yes,Yes,3,2,0,1,Credit card (automatic),25.9,"1,216.60",No,46.97,25.90,TRUE,20171012,TRUE,FALSE,TRUE,FALSE,FALSE,1 Year,Two or More Lines,No Internet Service
3889-VWBID,Male,0,Yes,Yes,3,1,1,2,Bank transfer (automatic),82.85,"5,776.45",No,69.72,82.85,TRUE,20151112,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
3890-RTCMS,Male,0,No,No,0,1,1,0,Mailed check,49.45,799.00,No,16.16,49.45,TRUE,20200412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3891-NLXJB,Male,0,No,No,0,0,1,2,Mailed check,40.55,"1,390.85",No,34.30,40.55,TRUE,20181012,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
3891-PUQOD,Female,0,No,Yes,2,1,1,0,Electronic check,59.2,59.20,Yes,1.00,59.20,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3892-NXAZG,Male,0,Yes,Yes,3,2,2,2,Credit card (automatic),114.05,"8,289.20",No,72.68,114.05,TRUE,20150812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
3893-JRNFS,Male,0,No,No,0,0,1,0,Bank transfer (automatic),39.9,"2,796.35",No,70.08,39.90,TRUE,20151012,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
3896-RCYYE,Female,0,No,No,0,0,1,0,Credit card (automatic),53.4,"3,579.15",No,67.03,53.40,TRUE,20160112,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
3896-ZVNET,Female,0,Yes,Yes,3,2,0,2,Mailed check,24.7,571.75,No,23.15,24.70,TRUE,20190912,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
3898-BSJYF,Female,0,No,Yes,2,2,1,1,Credit card (automatic),73.55,693.30,No,9.43,73.55,TRUE,20201112,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
3898-GUYTS,Female,1,No,No,0,2,2,0,Electronic check,97.05,"4,385.05",No,45.18,97.05,TRUE,20171112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3900-AQPHZ,Female,0,No,No,0,1,0,0,Mailed check,19.9,19.90,Yes,1.00,19.90,TRUE,20210712,TRUE,TRUE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
3902-FOIGH,Male,1,Yes,No,1,2,2,0,Electronic check,101.35,"1,218.55",Yes,12.02,101.35,TRUE,20200812,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3902-MIVLE,Male,0,Yes,Yes,3,2,1,2,Mailed check,75.7,"4,676.70",No,61.78,75.70,TRUE,20160712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
3904-UKFRE,Male,0,No,No,0,2,2,0,Electronic check,80.1,336.15,No,4.20,80.10,TRUE,20210412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3908-BLSYF,Female,0,No,No,0,1,2,0,Electronic check,83.9,497.55,Yes,5.93,83.90,TRUE,20210312,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3908-MKIMJ,Male,1,Yes,No,1,0,1,2,Electronic check,41.95,"2,965.75",No,70.70,41.95,TRUE,20151012,FALSE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
3910-MRQOY,Female,0,Yes,No,1,1,0,2,Bank transfer (automatic),19.4,"1,496.45",No,77.14,19.40,TRUE,20150312,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
3911-RSNHI,Female,0,Yes,No,1,0,1,2,Credit card (automatic),61.4,"4,310.35",No,70.20,61.40,TRUE,20151012,TRUE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
3913-FCUUW,Female,0,Yes,Yes,3,2,1,2,Bank transfer (automatic),70.45,"5,165.70",No,73.32,70.45,TRUE,20150712,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
3913-RDSJZ,Female,0,Yes,No,1,2,0,2,Mailed check,25.55,"1,714.95",No,67.12,25.55,TRUE,20160112,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
3914-FDRHP,Male,0,No,No,0,1,2,0,Electronic check,86.25,770.50,No,8.93,86.25,TRUE,20201212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3915-ODIYG,Male,1,No,No,0,2,1,1,Electronic check,71.75,"4,374.55",No,60.97,71.75,TRUE,20160812,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
3916-NRPAP,Male,0,No,No,0,1,2,0,Credit card (automatic),85.7,256.75,No,3.00,85.70,TRUE,20210612,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3920-HIHMQ,Female,0,No,Yes,2,2,1,0,Mailed check,49.5,"1,265.65",No,25.57,49.50,TRUE,20190712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
3923-CSIHK,Female,1,Yes,No,1,1,2,0,Electronic check,71.05,"3,444.85",Yes,48.48,71.05,TRUE,20170812,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3926-CUQZX,Male,0,No,No,0,1,1,0,Bank transfer (automatic),45.1,45.10,Yes,1.00,45.10,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3926-YZVVX,Female,0,No,No,0,1,1,1,Bank transfer (automatic),50.05,"2,029.05",No,40.54,50.05,TRUE,20180412,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
3927-NLNRY,Male,0,Yes,No,1,1,2,1,Bank transfer (automatic),94.25,"4,867.95",Yes,51.65,94.25,TRUE,20170512,FALSE,TRUE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
3930-ZGWVE,Male,0,No,No,0,1,0,0,Mailed check,19.75,19.75,No,1.00,19.75,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
3932-CMDTD,Female,0,No,No,0,1,2,1,Electronic check,105.65,443.90,Yes,4.20,105.65,TRUE,20210412,TRUE,TRUE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
3932-IJWDZ,Male,0,No,No,0,2,2,0,Bank transfer (automatic),103.65,"4,747.85",No,45.81,103.65,TRUE,20171112,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3933-DQPWX,Female,0,No,No,0,0,1,2,Credit card (automatic),39.7,"1,932.75",No,48.68,39.70,TRUE,20170812,TRUE,FALSE,FALSE,TRUE,FALSE,2 Year,No Phone Service,DSL
3934-HXCFZ,Male,0,Yes,No,1,2,2,0,Electronic check,99.25,"2,186.40",Yes,22.03,99.25,TRUE,20191012,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3935-TBRZZ,Male,0,Yes,Yes,3,2,0,1,Mailed check,25.7,"1,110.50",No,43.21,25.70,TRUE,20180112,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,Two or More Lines,No Internet Service
3936-QQFLL,Male,0,No,No,0,1,0,0,Mailed check,19.75,39.30,No,1.99,19.75,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
3938-YFPXD,Male,0,No,No,0,2,1,2,Credit card (automatic),84.3,"5,997.10",No,71.14,84.30,TRUE,20150912,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
3941-XTSKM,Male,0,Yes,Yes,3,0,1,1,Credit card (automatic),45.1,"2,049.05",No,45.43,45.10,TRUE,20171112,FALSE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
3943-KDREE,Female,0,No,No,0,2,2,0,Bank transfer (automatic),74.95,"1,834.95",Yes,24.48,74.95,TRUE,20190812,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3945-GFWQL,Female,0,No,Yes,2,1,1,0,Electronic check,44.55,480.60,Yes,10.79,44.55,TRUE,20201012,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3946-JEWRQ,Male,0,Yes,No,1,2,2,1,Credit card (automatic),95.2,"4,563.00",No,47.93,95.20,TRUE,20170912,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic
3946-MHCZW,Male,0,No,No,0,1,1,0,Mailed check,50.9,50.90,Yes,1.00,50.90,TRUE,20210712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3948-FVVRP,Male,0,Yes,Yes,3,1,1,0,Mailed check,54.8,452.80,No,8.26,54.80,TRUE,20201212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3948-KXDUF,Male,0,No,No,0,2,1,2,Bank transfer (automatic),68.75,"4,447.55",No,64.69,68.75,TRUE,20160412,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
3948-XHGNA,Male,0,No,No,0,1,1,0,Bank transfer (automatic),49.55,"1,210.40",Yes,24.43,49.55,TRUE,20190812,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3950-VPYJB,Male,0,Yes,Yes,3,1,1,1,Mailed check,59.6,"3,509.40",No,58.88,59.60,TRUE,20161012,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
3951-NJCVI,Female,1,Yes,No,1,2,2,0,Electronic check,95.05,"3,944.50",No,41.50,95.05,TRUE,20180312,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3955-JBZZM,Male,0,No,No,0,1,2,0,Electronic check,78.8,"1,641.30",No,20.83,78.80,TRUE,20191212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3956-CJUST,Female,1,No,No,0,1,2,0,Bank transfer (automatic),75.4,"1,643.55",No,21.80,75.40,TRUE,20191112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3956-MGXOG,Female,0,No,No,0,1,2,0,Electronic check,80.6,"2,244.95",No,27.85,80.60,TRUE,20190512,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3957-HHLMR,Female,0,Yes,Yes,3,2,1,1,Bank transfer (automatic),65.2,"4,543.15",No,69.68,65.20,TRUE,20151112,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
3957-LXOLK,Female,1,No,No,0,2,2,0,Electronic check,106.15,"3,152.50",Yes,29.70,106.15,TRUE,20190312,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3957-SQXML,Female,0,Yes,Yes,3,2,0,2,Credit card (automatic),24.95,894.30,No,35.84,24.95,TRUE,20180912,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
3961-SXAXY,Male,0,No,No,0,1,1,0,Bank transfer (automatic),44.05,44.05,No,1.00,44.05,TRUE,20210712,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3963-RYFNS,Female,0,No,No,0,2,2,2,Bank transfer (automatic),116.45,"8,013.55",No,68.82,116.45,TRUE,20151212,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
3966-HRMZA,Female,1,No,No,0,1,2,0,Mailed check,75.05,202.90,No,2.70,75.05,TRUE,20210612,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3967-KXAPS,Male,0,Yes,No,1,2,1,2,Credit card (automatic),92.3,"6,719.90",No,72.80,92.30,TRUE,20150812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
3967-VQOGC,Female,0,Yes,Yes,3,2,0,2,Mailed check,24.9,"1,680.25",No,67.48,24.90,TRUE,20160112,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
3969-GYXEL,Female,0,No,No,0,1,2,0,Electronic check,76.4,838.70,No,10.98,76.40,TRUE,20201012,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3969-JQABI,Female,0,Yes,No,1,1,1,0,Credit card (automatic),65.25,"3,791.60",No,58.11,65.25,TRUE,20161012,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3970-XGJDU,Female,0,No,No,0,1,0,2,Credit card (automatic),19.2,"1,123.65",No,58.52,19.20,TRUE,20161012,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
3973-SKMLN,Male,0,No,No,0,1,0,2,Credit card (automatic),19.9,"1,355.10",No,68.10,19.90,TRUE,20151212,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
3976-BWUCK,Female,0,Yes,No,1,2,2,0,Credit card (automatic),94.1,"2,804.45",Yes,29.80,94.10,TRUE,20190312,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3976-HXHCE,Male,0,No,No,0,1,0,2,Bank transfer (automatic),19.3,"1,414.80",No,73.31,19.30,TRUE,20150712,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
3976-NLDEZ,Male,0,No,No,0,1,0,0,Mailed check,20.6,20.60,No,1.00,20.60,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
3977-QCRSL,Female,0,No,No,0,1,0,0,Mailed check,20.15,117.95,No,5.85,20.15,TRUE,20210312,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
3978-YNKDD,Male,0,No,Yes,2,1,0,2,Credit card (automatic),20.85,467.50,No,22.42,20.85,TRUE,20191012,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
3981-QSVQI,Male,0,No,No,0,1,0,0,Bank transfer (automatic),19.7,168.90,No,8.57,19.70,TRUE,20201212,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
3982-DQLUS,Male,1,Yes,Yes,3,2,2,0,Electronic check,85.75,"5,688.45",No,66.34,85.75,TRUE,20160212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3982-JGSFD,Male,0,No,No,0,1,0,1,Credit card (automatic),20.35,695.85,No,34.19,20.35,TRUE,20181012,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
3982-XWFZQ,Female,0,Yes,No,1,2,1,0,Electronic check,50.25,"2,203.65",Yes,43.85,50.25,TRUE,20180112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
3985-HOYPM,Male,0,No,No,0,1,0,1,Mailed check,19.4,525.55,No,27.09,19.40,TRUE,20190512,FALSE,FALSE,TRUE,FALSE,FALSE,1 Year,One Line,No Internet Service
3987-KQDDU,Male,0,No,No,0,1,2,0,Electronic check,75.6,661.55,No,8.75,75.60,TRUE,20201212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3988-RQIXO,Female,1,No,No,0,1,2,0,Electronic check,91.3,91.30,Yes,1.00,91.30,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3990-QYKBE,Male,1,Yes,No,1,2,2,0,Electronic check,92.5,"3,473.40",Yes,37.55,92.50,TRUE,20180712,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3992-YWPKO,Female,0,No,No,0,2,2,0,Credit card (automatic),109.9,669.45,Yes,6.09,109.90,TRUE,20210212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
3995-WFCSM,Female,0,No,No,0,1,1,0,Electronic check,60.85,111.40,No,1.83,60.85,TRUE,20210712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
3996-ZNWYK,Male,1,Yes,Yes,3,1,0,2,Credit card (automatic),19.8,"1,388.45",No,70.12,19.80,TRUE,20151012,FALSE,FALSE,TRUE,FALSE,FALSE,2 Year,One Line,No Internet Service
3999-QGRJH,Male,1,No,No,0,1,2,0,Electronic check,69.7,560.85,Yes,8.05,69.70,TRUE,20201212,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
3999-WRNGR,Female,0,Yes,Yes,3,0,1,0,Electronic check,49.75,"3,069.45",No,61.70,49.75,TRUE,20160712,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
4000-VGMQP,Male,0,Yes,Yes,3,2,1,1,Credit card (automatic),78.95,"2,862.55",No,36.26,78.95,TRUE,20180812,FALSE,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL
4001-TSBTV,Female,0,Yes,Yes,3,1,2,0,Electronic check,91.55,"5,511.65",No,60.20,91.55,TRUE,20160812,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
4002-BQWPQ,Male,0,No,No,0,2,1,0,Bank transfer (automatic),81.75,"2,028.80",No,24.82,81.75,TRUE,20190812,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
4003-FUSHP,Male,0,No,No,0,1,1,0,Credit card (automatic),61.55,"1,093.20",No,17.76,61.55,TRUE,20200312,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4003-OCTMP,Female,0,Yes,No,1,1,1,1,Electronic check,64,"1,910.75",No,29.86,64.00,TRUE,20190312,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,DSL
4006-HKYHO,Male,0,No,No,0,1,1,2,Bank transfer (automatic),86.7,"5,309.50",No,61.24,86.70,TRUE,20160712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
4007-NHVHI,Female,1,No,No,0,2,2,0,Electronic check,96.85,"5,219.65",No,53.89,96.85,TRUE,20170312,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4009-ALQFH,Female,0,No,No,0,1,2,0,Electronic check,99.5,"2,369.05",Yes,23.81,99.50,TRUE,20190912,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
4010-YLMVT,Female,0,No,No,0,2,2,0,Credit card (automatic),106.6,"5,893.95",No,55.29,106.60,TRUE,20170112,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4011-ARPHK,Male,0,No,No,0,1,1,0,Mailed check,50.35,"1,411.35",No,28.03,50.35,TRUE,20190412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4012-YCFAI,Male,0,Yes,No,1,1,1,2,Mailed check,61.35,"3,766.20",No,61.39,61.35,TRUE,20160712,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
4012-ZTHBR,Female,0,Yes,Yes,3,1,1,0,Electronic check,44.95,926.25,No,20.61,44.95,TRUE,20191212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4013-GUXND,Male,0,No,No,0,1,0,0,Mailed check,20.8,20.80,No,1.00,20.80,TRUE,20210712,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
4013-TLDHQ,Male,0,No,No,0,1,2,0,Electronic check,78.25,"1,490.95",Yes,19.05,78.25,TRUE,20200112,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
4013-UBXWQ,Female,0,No,No,0,2,1,0,Electronic check,74.65,521.10,Yes,6.98,74.65,TRUE,20210212,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL
4016-BJKTZ,Female,0,No,No,0,2,2,2,Electronic check,108.9,"2,809.05",No,25.79,108.90,TRUE,20190712,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
4018-KJYUY,Male,0,No,Yes,2,1,0,0,Credit card (automatic),20.15,432.50,No,21.46,20.15,TRUE,20191112,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
4018-PPNDW,Female,0,Yes,Yes,3,2,0,2,Mailed check,24.1,"1,551.60",No,64.38,24.10,TRUE,20160412,TRUE,FALSE,TRUE,FALSE,FALSE,2 Year,Two or More Lines,No Internet Service
4020-KIUDI,Male,0,Yes,Yes,3,1,0,0,Credit card (automatic),19.85,138.85,No,6.99,19.85,TRUE,20210212,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
4021-RQSNY,Male,1,Yes,No,1,2,2,0,Electronic check,98.5,"3,004.15",Yes,30.50,98.50,TRUE,20190212,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4023-RTIQM,Female,1,Yes,No,1,0,1,1,Credit card (automatic),50.4,"1,580.10",No,31.35,50.40,TRUE,20190112,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
4024-CSNBY,Female,0,Yes,No,1,2,2,2,Bank transfer (automatic),94.25,"6,849.75",No,72.68,94.25,TRUE,20150812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
4026-SKKHW,Male,0,No,No,0,1,1,0,Mailed check,50.25,152.30,No,3.03,50.25,TRUE,20210512,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4029-HPFVY,Male,0,No,No,0,1,2,0,Mailed check,70.3,220.40,No,3.14,70.30,TRUE,20210512,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
4030-VPZBD,Female,0,No,No,0,0,1,0,Electronic check,30.9,59.05,Yes,1.91,30.90,TRUE,20210712,TRUE,TRUE,FALSE,TRUE,FALSE,Month-to-Month,No Phone Service,DSL
4032-RMHCI,Female,0,Yes,Yes,3,0,1,1,Credit card (automatic),35.4,"1,412.40",No,39.90,35.40,TRUE,20180512,TRUE,FALSE,FALSE,TRUE,FALSE,1 Year,No Phone Service,DSL
4039-HEUNW,Male,1,Yes,No,1,2,2,0,Electronic check,96.5,"3,436.10",Yes,35.61,96.50,TRUE,20180912,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4039-PIMHX,Male,1,Yes,No,1,1,1,2,Mailed check,49.8,"2,398.40",No,48.16,49.80,TRUE,20170812,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,DSL
4043-MKDTV,Male,0,Yes,No,1,1,2,2,Electronic check,105.25,"7,291.75",No,69.28,105.25,TRUE,20151112,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,Fiber Optic
4049-ZPALD,Female,0,Yes,No,1,1,2,2,Bank transfer (automatic),99,"6,375.80",No,64.40,99.00,TRUE,20160412,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,One Line,Fiber Optic
4054-CUMIA,Female,0,Yes,Yes,3,1,0,0,Mailed check,20.25,401.95,No,19.85,20.25,TRUE,20200112,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
4056-QHXHZ,Female,0,Yes,Yes,3,2,2,2,Mailed check,107.45,"7,576.70",No,70.51,107.45,TRUE,20151012,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
4057-FKCZK,Male,0,Yes,Yes,3,2,2,2,Bank transfer (automatic),82.5,"4,828.05",No,58.52,82.50,TRUE,20161012,FALSE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic
4059-IIEBK,Female,0,No,No,0,2,2,0,Bank transfer (automatic),78.55,522.95,No,6.66,78.55,TRUE,20210212,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4060-LDNLU,Male,0,No,No,0,2,2,0,Electronic check,96.2,639.70,No,6.65,96.20,TRUE,20210212,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4061-UKJWL,Male,0,No,No,0,1,1,0,Mailed check,45.45,141.70,No,3.12,45.45,TRUE,20210512,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4062-HBMOS,Male,0,No,No,0,2,2,0,Electronic check,103.05,"5,364.80",No,52.06,103.05,TRUE,20170412,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4063-EIKNQ,Male,0,Yes,Yes,3,1,0,0,Bank transfer (automatic),20.95,267.35,No,12.76,20.95,TRUE,20200812,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-Month,One Line,No Internet Service
4065-JJAVA,Female,0,No,No,0,1,1,0,Electronic check,49.5,49.50,No,1.00,49.50,TRUE,20210712,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4067-HLYQI,Female,0,No,No,0,1,2,0,Bank transfer (automatic),70.4,"2,406.10",No,34.18,70.40,TRUE,20181012,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic
4070-OKWVH,Female,0,Yes,No,1,2,2,0,Bank transfer (automatic),94.6,"5,025.80",No,53.13,94.60,TRUE,20170312,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
4072-IPYLT,Female,0,Yes,Yes,3,1,1,0,Credit card (automatic),51.05,"1,815.00",No,35.55,51.05,TRUE,20180912,TRUE,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4074-SJFFA,Female,0,No,No,0,1,1,0,Mailed check,54.75,54.75,Yes,1.00,54.75,TRUE,20210712,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL
4075-JFPGR,Female,0,Yes,No,1,1,2,1,Electronic check,93.5,"4,619.55",No,49.41,93.50,TRUE,20170712,TRUE,FALSE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic
4075-WKNIU,Female,0,Yes,Yes,3,2,1,2,Mailed check,73.35,,No,0.00,#DIV/0!,#DIV/0!,20210812,TRUE,FALSE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,DSL
4077-CROMM,Female,0,Yes,Yes,3,2,2,0,Electronic check,104.2,"3,243.45",Yes,31.13,104.20,TRUE,20190112,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
